date,sku,on_hand_units,on_order_units,lead_time_days,reorder_point_units,inventory_value
2023-01-22,SKU0074,724,269,18,566,2037719.72
2023-01-22,SKU0075,29,0,17,10,16743.44
2023-01-22,SKU0076,495,132,9,53,113968.8
2023-01-22,SKU0077,887,236,23,245,1207898.86
2023-01-22,SKU0078,504,192,9,209,1500856.56
2023-01-22,SKU0079,477,181,15,322,1281155.22
2023-01-22,SKU0080,9,5,26,10,20438.64
2023-01-22,SKU0081,13,1,28,10,34882.9
2023-01-22,SKU0082,438,162,30,585,1178658.0
2023-01-22,SKU0083,679,261,29,875,1089584.51
2023-01-22,SKU0084,48,24,19,45,48777.12
2023-01-22,SKU0085,0,6,10,10,0.0
2023-01-22,SKU0086,246,66,26,78,496629.72
2023-01-22,SKU0087,796,213,25,238,942153.56
2023-01-22,SKU0088,609,160,30,220,227735.55
2023-01-22,SKU0089,710,272,21,669,1608639.9
2023-01-22,SKU0090,67,28,8,25,57696.38
2023-01-22,SKU0091,0,0,18,10,0.0
2023-01-22,SKU0092,502,182,16,352,401002.62
2023-01-22,SKU0093,14,0,26,10,6384.0
2023-01-22,SKU0094,478,432,15,581,1199889.94
2023-01-22,SKU0095,0,0,13,10,0.0
2023-01-22,SKU0096,379,140,7,118,234934.52
2023-01-22,SKU0097,757,688,26,1595,1391524.97
2023-01-22,SKU0098,244,94,24,267,643240.12
2023-01-22,SKU0099,1050,963,6,513,703143.0
2023-01-22,SKU0100,456,171,16,321,455972.64
2023-01-22,SKU0101,78,63,17,95,183648.66
2023-01-22,SKU0102,594,166,17,125,1733470.2
2023-01-22,SKU0103,41,2,28,10,63638.15
2023-01-22,SKU0104,670,179,8,64,346591.0
2023-01-22,SKU0105,518,452,12,492,72737.56
2023-01-22,SKU0106,18,0,9,10,13788.0
2023-01-22,SKU0107,19,0,11,10,9163.32
2023-01-22,SKU0108,693,196,28,234,1431190.53
2023-01-22,SKU0109,410,151,29,524,185857.1
2023-01-22,SKU0110,433,116,6,31,679099.88
2023-01-22,SKU0111,454,416,21,778,959465.44
2023-01-22,SKU0112,823,308,11,406,1469252.52
2023-01-22,SKU0113,514,195,10,227,349185.9
2023-01-22,SKU0114,659,247,12,358,1602661.64
2023-01-22,SKU0115,619,572,10,508,1346126.92
2023-01-22,SKU0116,624,158,17,124,1399663.2
2023-01-22,SKU0117,472,195,30,656,226593.04
2023-01-22,SKU0118,325,127,20,289,149139.25
2023-01-22,SKU0119,702,261,23,725,1958530.86
2023-01-22,SKU0120,566,517,17,785,709186.68
2023-01-22,SKU0121,474,426,5,193,461083.5
2023-01-22,SKU0122,348,135,7,114,527877.72
2023-01-22,SKU0123,881,811,11,791,1781655.11
2023-01-22,SKU0124,686,254,11,331,1969718.66
2023-01-22,SKU0125,6,0,26,10,5584.14
2023-01-22,SKU0126,622,235,26,730,1730366.68
2023-01-22,SKU0127,701,262,27,833,120635.09
2023-01-22,SKU0128,463,178,21,442,791762.41
2023-01-22,SKU0129,792,203,19,180,1535315.76
2023-01-22,SKU0130,606,227,21,571,246702.6
2023-01-22,SKU0131,267,109,15,180,135363.66
2023-01-22,SKU0132,583,219,22,578,766895.69
2023-01-22,SKU0133,562,213,25,626,1630963.34
2023-01-22,SKU0134,382,143,24,406,698494.64
2023-01-22,SKU0135,246,95,20,221,690219.42
2023-01-22,SKU0136,568,205,6,148,1381745.2
2023-01-22,SKU0137,350,134,23,353,509393.5
2023-01-22,SKU0138,452,170,14,276,1073866.12
2023-01-22,SKU0139,593,521,24,1138,89975.89
2023-01-22,SKU0140,628,585,19,983,261574.56
2023-01-22,SKU0141,0,0,27,10,0.0
2023-01-22,SKU0142,418,152,13,239,1007701.86
2023-01-22,SKU0143,421,378,29,972,326131.86
2023-01-22,SKU0144,643,590,26,1362,1054024.89
2023-01-22,SKU0145,0,0,13,10,0.0
2023-01-22,SKU0146,0,0,17,10,0.0
2023-01-22,SKU0147,493,186,18,399,911561.93
2023-01-22,SKU0148,586,533,24,1145,759725.56
2023-01-22,SKU0149,210,189,22,388,248877.3
2023-01-22,SKU0150,490,185,27,580,654179.4
2023-01-22,SKU0151,0,0,14,10,0.0
2023-01-22,SKU0152,4,0,18,10,10462.88
2023-01-22,SKU0153,0,6,16,10,0.0
2023-01-22,SKU0154,581,164,28,192,475682.13
2023-01-22,SKU0155,525,196,12,274,412818.0
2023-01-22,SKU0156,618,234,20,553,1398805.92
2023-01-22,SKU0157,380,106,8,36,937859.0
2023-01-22,SKU0158,409,138,27,486,165771.79
2023-01-22,SKU0159,704,271,14,441,206286.08
2023-01-22,SKU0160,344,131,13,194,627407.84
2023-01-22,SKU0161,1,0,20,10,523.9
2023-01-22,SKU0162,423,162,17,320,1053917.19
2023-01-22,SKU0163,780,291,27,950,779976.6
2023-01-22,SKU0164,16,2,18,10,8275.68
2023-01-22,SKU0165,640,239,18,506,1773318.4
2023-01-22,SKU0166,323,83,7,27,187352.92
2023-01-22,SKU0167,753,289,5,170,697044.57
2023-01-22,SKU0168,887,784,15,1058,483840.76
2023-01-22,SKU0169,966,874,30,2354,420132.72
2023-01-22,SKU0170,331,121,28,400,53400.23
2023-01-22,SKU0171,615,228,21,566,160299.75
2023-01-22,SKU0172,440,165,21,407,266842.4
2023-01-22,SKU0173,592,550,15,733,150847.52
2023-01-22,SKU0174,292,81,9,31,529781.44
2023-01-22,SKU0175,700,648,5,286,1451849.0
2023-01-22,SKU0176,390,110,13,62,484196.7
2023-01-22,SKU0177,868,234,13,135,887243.56
2023-01-22,SKU0178,523,493,9,388,817516.99
2023-01-22,SKU0179,2,5,11,10,5275.02
2023-01-22,SKU0180,619,239,5,138,1589765.32
2023-01-22,SKU0181,5,8,20,10,1130.4
2023-01-22,SKU0182,1181,1083,29,2782,739719.35
2023-01-22,SKU0183,759,280,22,756,596999.04
2023-01-22,SKU0184,263,74,16,52,216506.86
2023-01-22,SKU0185,453,168,15,305,795726.21
2023-01-22,SKU0186,340,127,12,179,444434.4
2023-01-22,SKU0187,606,224,8,216,147161.04
2023-01-22,SKU0188,0,0,20,10,0.0
2023-01-22,SKU0189,1043,275,19,236,1688491.84
2023-01-22,SKU0190,445,420,5,187,175708.25
2023-01-22,SKU0191,22,0,15,10,55374.66
2023-01-22,SKU0192,379,104,12,52,95011.51
2023-01-22,SKU0193,368,136,9,145,1023790.72
2023-01-22,SKU0194,15,3,23,10,5811.45
2023-01-22,SKU0195,16,0,18,10,40741.92
2023-01-22,SKU0196,417,110,21,106,1133276.73
2023-01-22,SKU0197,393,156,23,409,1155714.75
2023-01-22,SKU0198,342,81,30,117,829650.96
2023-01-22,SKU0199,715,270,25,802,1687743.2
2023-01-22,SKU0200,8,0,21,10,15705.6
2023-01-29,SKU0001,481,431,26,1003,1315477.28
2023-01-29,SKU0002,978,888,24,1904,2082308.7
2023-01-29,SKU0003,518,192,19,436,451188.36
2023-01-29,SKU0004,336,114,28,408,977964.96
2023-01-29,SKU0005,590,152,8,55,1391444.2
2023-01-29,SKU0006,6,0,28,10,13073.88
2023-01-29,SKU0007,599,226,27,711,840486.85
2023-01-29,SKU0008,647,235,18,511,575506.5
2023-01-29,SKU0009,543,216,24,585,206084.79
2023-01-29,SKU0010,430,399,18,640,1168546.5
2023-01-29,SKU0011,709,197,11,91,1008020.75
2023-01-29,SKU0012,0,0,25,10,0.0
2023-01-29,SKU0013,823,305,11,406,812523.21
2023-01-29,SKU0014,410,102,13,62,729693.4
2023-01-29,SKU0015,678,252,18,536,415369.92
2023-01-29,SKU0016,559,201,26,647,1444556.62
2023-01-29,SKU0017,269,111,14,176,618621.99
2023-01-29,SKU0018,902,835,17,1248,1972168.88
2023-01-29,SKU0019,113,39,6,30,152896.91
2023-01-29,SKU0020,431,165,8,153,827175.2
2023-01-29,SKU0021,559,214,6,149,1002778.92
2023-01-29,SKU0022,711,657,6,352,1411022.16
2023-01-29,SKU0023,352,138,27,422,121401.28
2023-01-29,SKU0024,0,8,26,10,0.0
2023-01-29,SKU0025,810,212,26,250,178750.8
2023-01-29,SKU0026,744,201,6,54,1140232.08
2023-01-29,SKU0027,481,187,7,153,508224.6
2023-01-29,SKU0028,380,139,12,200,197265.6
2023-01-29,SKU0029,922,240,19,207,368680.14
2023-01-29,SKU0030,324,118,13,180,584551.08
2023-01-29,SKU0031,1053,955,17,1451,626240.16
2023-01-29,SKU0032,314,119,9,129,873814.9
2023-01-29,SKU0033,504,457,24,976,899680.32
2023-01-29,SKU0034,68,10,13,10,75202.56
2023-01-29,SKU0035,0,0,6,10,0.0
2023-01-29,SKU0036,21,2,24,10,3488.73
2023-01-29,SKU0037,7,2,28,10,20158.74
2023-01-29,SKU0038,450,118,5,27,674406.0
2023-01-29,SKU0039,1068,966,16,1386,2531085.24
2023-01-29,SKU0040,668,254,26,790,227066.56
2023-01-29,SKU0041,224,55,23,63,338533.44
2023-01-29,SKU0042,461,169,27,550,702126.05
2023-01-29,SKU0043,18,0,15,10,50754.6
2023-01-29,SKU0044,804,208,14,134,1413440.04
2023-01-29,SKU0045,312,108,23,310,459613.44
2023-01-29,SKU0046,11,0,8,10,9616.53
2023-01-29,SKU0047,423,155,11,207,449035.65
2023-01-29,SKU0048,0,0,20,10,0.0
2023-01-29,SKU0049,26,0,22,10,35693.84
2023-01-29,SKU0050,771,715,8,502,125426.28
2023-01-29,SKU0051,177,42,18,35,441836.25
2023-01-29,SKU0052,687,184,14,116,1854123.69
2023-01-29,SKU0053,356,133,18,286,180392.32
2023-01-29,SKU0054,5,9,29,10,8533.5
2023-01-29,SKU0055,459,415,6,224,190425.33
2023-01-29,SKU0056,335,136,30,453,686582.5
2023-01-29,SKU0057,779,297,16,554,713236.82
2023-01-29,SKU0058,745,285,25,827,1499185.85
2023-01-29,SKU0059,8,0,16,10,17666.24
2023-01-29,SKU0060,671,614,13,710,1562812.68
2023-01-29,SKU0061,0,2,25,10,0.0
2023-01-29,SKU0062,552,199,22,526,1521549.36
2023-01-29,SKU0063,5,0,8,10,3838.1
2023-01-29,SKU0064,13,0,23,10,2710.5
2023-01-29,SKU0065,549,210,24,592,938279.43
2023-01-29,SKU0066,682,250,15,452,801806.94
2023-01-29,SKU0067,0,1,29,10,0.0
2023-01-29,SKU0068,164,46,21,39,400804.52
2023-01-29,SKU0069,847,231,13,131,863685.9
2023-01-29,SKU0070,231,86,5,49,661447.71
2023-01-29,SKU0071,631,566,22,1113,595449.46
2023-01-29,SKU0072,267,107,10,129,425509.89
2023-01-29,SKU0073,785,717,24,1524,661205.5
2023-01-29,SKU0074,730,272,18,577,2054606.9
2023-01-29,SKU0075,22,11,17,10,12701.92
2023-01-29,SKU0076,502,131,9,53,115580.48
2023-01-29,SKU0077,1009,279,23,276,1374036.02
2023-01-29,SKU0078,517,194,9,210,1539569.13
2023-01-29,SKU0079,522,197,15,347,1402018.92
2023-01-29,SKU0080,3,0,26,10,6812.88
2023-01-29,SKU0081,0,11,28,10,0.0
2023-01-29,SKU0082,410,160,30,572,1103310.0
2023-01-29,SKU0083,678,262,29,876,1087979.82
2023-01-29,SKU0084,148,67,19,125,150396.12
2023-01-29,SKU0085,0,3,10,10,0.0
2023-01-29,SKU0086,243,63,26,73,490573.26
2023-01-29,SKU0087,835,225,25,250,988314.35
2023-01-29,SKU0088,658,172,30,233,246059.1
2023-01-29,SKU0089,732,283,21,685,1658485.08
2023-01-29,SKU0090,243,94,8,88,209257.02
2023-01-29,SKU0091,11,6,18,10,30984.36
2023-01-29,SKU0092,513,181,16,365,409789.53
2023-01-29,SKU0093,61,17,26,74,27816.0
2023-01-29,SKU0094,474,440,15,589,1189849.02
2023-01-29,SKU0095,0,5,13,10,0.0
2023-01-29,SKU0096,416,160,7,129,257870.08
2023-01-29,SKU0097,781,701,26,1637,1435642.01
2023-01-29,SKU0098,270,94,24,286,711782.1
2023-01-29,SKU0099,1071,984,6,524,717205.86
2023-01-29,SKU0100,476,164,16,337,475971.44
2023-01-29,SKU0101,217,196,17,294,510919.99
2023-01-29,SKU0102,672,182,17,136,1961097.6
2023-01-29,SKU0103,14,3,28,10,21730.1
2023-01-29,SKU0104,722,202,8,70,373490.6
2023-01-29,SKU0105,512,470,12,498,71895.04
2023-01-29,SKU0106,42,0,9,10,32172.0
2023-01-29,SKU0107,24,0,11,10,11574.72
2023-01-29,SKU0108,761,215,28,256,1571624.81
2023-01-29,SKU0109,413,154,29,523,187217.03
2023-01-29,SKU0110,470,118,6,33,737129.2
2023-01-29,SKU0111,451,415,21,774,953125.36
2023-01-29,SKU0112,851,330,11,422,1519239.24
2023-01-29,SKU0113,558,208,10,246,379077.3
2023-01-29,SKU0114,678,250,12,361,1648868.88
2023-01-29,SKU0115,635,581,10,517,1380921.8
2023-01-29,SKU0116,637,169,17,131,1428822.85
2023-01-29,SKU0117,496,184,30,671,238114.72
2023-01-29,SKU0118,332,129,20,291,152351.48
2023-01-29,SKU0119,762,287,23,784,2125926.66
2023-01-29,SKU0120,591,537,17,810,740511.18
2023-01-29,SKU0121,502,449,5,200,488320.5
2023-01-29,SKU0122,369,137,7,113,559732.41
2023-01-29,SKU0123,910,820,11,809,1840302.1
2023-01-29,SKU0124,686,249,11,334,1969718.66
2023-01-29,SKU0125,0,0,26,10,0.0
2023-01-29,SKU0126,659,251,26,768,1833298.46
2023-01-29,SKU0127,743,268,27,893,127862.87
2023-01-29,SKU0128,463,175,21,429,791762.41
2023-01-29,SKU0129,847,227,19,191,1641934.91
2023-01-29,SKU0130,638,243,21,597,259729.8
2023-01-29,SKU0131,281,115,15,193,142461.38
2023-01-29,SKU0132,597,229,22,594,785311.71
2023-01-29,SKU0133,611,232,25,679,1773164.77
2023-01-29,SKU0134,365,137,24,394,667409.8
2023-01-29,SKU0135,246,91,20,224,690219.42
2023-01-29,SKU0136,579,219,6,157,1408504.35
2023-01-29,SKU0137,342,123,23,355,497750.22
2023-01-29,SKU0138,436,158,14,271,1035853.16
2023-01-29,SKU0139,596,544,24,1175,90431.08
2023-01-29,SKU0140,661,590,19,1020,275319.72
2023-01-29,SKU0141,0,1,27,10,0.0
2023-01-29,SKU0142,415,160,13,243,1000469.55
2023-01-29,SKU0143,417,378,29,989,323033.22
2023-01-29,SKU0144,675,608,26,1410,1106480.25
2023-01-29,SKU0145,15,0,13,10,27861.75
2023-01-29,SKU0146,0,2,17,10,0.0
2023-01-29,SKU0147,529,197,18,421,978126.29
2023-01-29,SKU0148,612,545,24,1172,793433.52
2023-01-29,SKU0149,329,306,22,603,389907.77
2023-01-29,SKU0150,498,182,27,601,664859.88
2023-01-29,SKU0151,1,9,14,10,1990.6
2023-01-29,SKU0152,0,1,18,10,0.0
2023-01-29,SKU0153,17,5,16,10,24077.1
2023-01-29,SKU0154,599,163,28,199,490419.27
2023-01-29,SKU0155,563,217,12,303,442698.16
2023-01-29,SKU0156,632,228,20,562,1430494.08
2023-01-29,SKU0157,377,93,8,35,930454.85
2023-01-29,SKU0158,407,152,27,488,164961.17
2023-01-29,SKU0159,703,262,14,438,205993.06
2023-01-29,SKU0160,345,134,13,197,629231.7
2023-01-29,SKU0161,5,0,20,10,2619.5
2023-01-29,SKU0162,426,152,17,321,1061391.78
2023-01-29,SKU0163,760,297,27,929,759977.2
2023-01-29,SKU0164,0,0,18,10,0.0
2023-01-29,SKU0165,662,255,18,533,1834276.22
2023-01-29,SKU0166,411,100,7,34,238396.44
2023-01-29,SKU0167,778,289,5,173,720186.82
2023-01-29,SKU0168,866,792,15,1067,472385.68
2023-01-29,SKU0169,954,878,30,2338,414913.68
2023-01-29,SKU0170,309,121,28,400,49850.97
2023-01-29,SKU0171,619,239,21,573,161342.35
2023-01-29,SKU0172,470,177,21,440,285036.2
2023-01-29,SKU0173,583,539,15,718,148554.23
2023-01-29,SKU0174,309,84,9,33,560624.88
2023-01-29,SKU0175,714,657,5,292,1480885.98
2023-01-29,SKU0176,392,112,13,62,486679.76
2023-01-29,SKU0177,899,239,13,138,918930.83
2023-01-29,SKU0178,521,477,9,386,814390.73
2023-01-29,SKU0179,0,3,11,10,0.0
2023-01-29,SKU0180,621,222,5,138,1594901.88
2023-01-29,SKU0181,0,5,20,10,0.0
2023-01-29,SKU0182,1203,1106,29,2859,753499.05
2023-01-29,SKU0183,802,308,22,795,630821.12
2023-01-29,SKU0184,271,72,16,54,223092.62
2023-01-29,SKU0185,462,178,15,319,811535.34
2023-01-29,SKU0186,338,120,12,180,441820.08
2023-01-29,SKU0187,632,235,8,224,153474.88
2023-01-29,SKU0188,5,3,20,10,5917.4
2023-01-29,SKU0189,1114,292,19,247,1803432.32
2023-01-29,SKU0190,444,403,5,180,175313.4
2023-01-29,SKU0191,7,6,15,10,17619.21
2023-01-29,SKU0192,395,109,12,58,99022.55
2023-01-29,SKU0193,365,142,9,145,1015444.6
2023-01-29,SKU0194,11,3,23,10,4261.73
2023-01-29,SKU0195,0,1,18,10,0.0
2023-01-29,SKU0196,446,104,21,111,1212089.74
2023-01-29,SKU0197,415,161,23,425,1220411.25
2023-01-29,SKU0198,335,86,30,119,812669.8
2023-01-29,SKU0199,751,268,25,828,1772720.48
2023-01-29,SKU0200,14,3,21,10,27484.8
2023-02-05,SKU0001,490,459,26,1049,1340091.2
2023-02-05,SKU0002,977,890,24,1906,2080179.55
2023-02-05,SKU0003,516,188,19,433,449446.32
2023-02-05,SKU0004,340,133,28,428,989607.4
2023-02-05,SKU0005,583,163,8,56,1374935.54
2023-02-05,SKU0006,0,1,28,10,0.0
2023-02-05,SKU0007,604,220,27,720,847502.6
2023-02-05,SKU0008,617,229,18,485,548821.5
2023-02-05,SKU0009,562,213,24,600,213295.86
2023-02-05,SKU0010,450,416,18,668,1222897.5
2023-02-05,SKU0011,665,169,11,87,945463.75
2023-02-05,SKU0012,0,3,25,10,0.0
2023-02-05,SKU0013,837,312,11,412,826344.99
2023-02-05,SKU0014,337,86,13,52,599772.38
2023-02-05,SKU0015,704,268,18,567,431298.56
2023-02-05,SKU0016,540,206,26,637,1395457.2
2023-02-05,SKU0017,294,103,14,175,676114.74
2023-02-05,SKU0018,944,862,17,1297,2063999.36
2023-02-05,SKU0019,300,116,6,82,405921.0
2023-02-05,SKU0020,454,162,8,157,871316.8
2023-02-05,SKU0021,549,204,6,149,984840.12
2023-02-05,SKU0022,753,686,6,368,1494373.68
2023-02-05,SKU0023,361,133,27,418,124505.29
2023-02-05,SKU0024,14,0,26,10,18281.76
2023-02-05,SKU0025,823,220,26,258,181619.64
2023-02-05,SKU0026,754,197,6,54,1155557.78
2023-02-05,SKU0027,509,192,7,162,537809.4
2023-02-05,SKU0028,521,196,12,282,270461.52
2023-02-05,SKU0029,932,250,19,212,372678.84
2023-02-05,SKU0030,285,110,13,174,514188.45
2023-02-05,SKU0031,1051,951,17,1453,625050.72
2023-02-05,SKU0032,300,113,9,121,834855.0
2023-02-05,SKU0033,509,462,24,1001,908605.72
2023-02-05,SKU0034,58,2,13,10,64143.36
2023-02-05,SKU0035,0,1,6,10,0.0
2023-02-05,SKU0036,10,9,24,10,1661.3
2023-02-05,SKU0037,1,0,28,10,2879.82
2023-02-05,SKU0038,655,176,5,39,981635.4
2023-02-05,SKU0039,1108,1031,16,1454,2625882.44
2023-02-05,SKU0040,697,264,26,802,236924.24
2023-02-05,SKU0041,222,58,23,64,335510.82
2023-02-05,SKU0042,490,180,27,581,746294.5
2023-02-05,SKU0043,7,0,15,10,19737.9
2023-02-05,SKU0044,899,228,14,148,1580450.99
2023-02-05,SKU0045,315,113,23,314,464032.8
2023-02-05,SKU0046,3,9,8,10,2622.69
2023-02-05,SKU0047,446,167,11,218,473451.3
2023-02-05,SKU0048,0,0,20,10,0.0
2023-02-05,SKU0049,22,7,22,10,30202.48
2023-02-05,SKU0050,805,729,8,522,130957.4
2023-02-05,SKU0051,158,45,18,34,394407.5
2023-02-05,SKU0052,712,192,14,119,1921595.44
2023-02-05,SKU0053,368,134,18,303,186472.96
2023-02-05,SKU0054,5,7,29,10,8533.5
2023-02-05,SKU0055,489,437,6,235,202871.43
2023-02-05,SKU0056,330,130,30,466,676335.0
2023-02-05,SKU0057,773,280,16,554,707743.34
2023-02-05,SKU0058,748,272,25,828,1505222.84
2023-02-05,SKU0059,22,5,16,10,48582.16
2023-02-05,SKU0060,688,629,13,732,1602407.04
2023-02-05,SKU0061,9,8,25,10,3712.05
2023-02-05,SKU0062,539,207,22,535,1485715.77
2023-02-05,SKU0063,3,5,8,10,2302.86
2023-02-05,SKU0064,7,0,23,10,1459.5
2023-02-05,SKU0065,549,211,24,585,938279.43
2023-02-05,SKU0066,681,247,15,455,800631.27
2023-02-05,SKU0067,8,1,29,10,20051.12
2023-02-05,SKU0068,161,44,21,37,393472.73
2023-02-05,SKU0069,851,233,13,136,867764.7
2023-02-05,SKU0070,243,88,5,55,695808.63
2023-02-05,SKU0071,660,597,22,1184,622815.6
2023-02-05,SKU0072,308,121,10,141,490850.36
2023-02-05,SKU0073,823,763,24,1626,693212.9
2023-02-05,SKU0074,721,269,18,581,2029276.13
2023-02-05,SKU0075,19,12,17,10,10969.84
2023-02-05,SKU0076,521,145,9,57,119955.04
2023-02-05,SKU0077,1055,280,23,290,1436677.9
2023-02-05,SKU0078,526,196,9,213,1566370.14
2023-02-05,SKU0079,537,211,15,365,1442306.82
2023-02-05,SKU0080,0,6,26,10,0.0
2023-02-05,SKU0081,0,5,28,10,0.0
2023-02-05,SKU0082,444,169,30,599,1194804.0
2023-02-05,SKU0083,657,248,29,857,1054281.33
2023-02-05,SKU0084,257,88,19,211,261160.83
2023-02-05,SKU0085,0,0,10,10,0.0
2023-02-05,SKU0086,263,75,26,82,530949.66
2023-02-05,SKU0087,890,239,25,263,1053412.9
2023-02-05,SKU0088,606,161,30,220,226613.7
2023-02-05,SKU0089,761,278,21,716,1724190.09
2023-02-05,SKU0090,417,149,8,145,359095.38
2023-02-05,SKU0091,7,8,18,10,19717.32
2023-02-05,SKU0092,514,192,16,372,410588.34
2023-02-05,SKU0093,282,107,26,338,128592.0
2023-02-05,SKU0094,472,436,15,579,1184828.56
2023-02-05,SKU0095,7,3,13,10,3811.64
2023-02-05,SKU0096,399,149,7,128,247332.12
2023-02-05,SKU0097,781,719,26,1670,1435642.01
2023-02-05,SKU0098,254,95,24,268,669602.42
2023-02-05,SKU0099,1072,968,6,520,717875.52
2023-02-05,SKU0100,498,185,16,352,497970.12
2023-02-05,SKU0101,364,318,17,488,857027.08
2023-02-05,SKU0102,677,178,17,134,1975689.1
2023-02-05,SKU0103,24,2,28,10,37251.6
2023-02-05,SKU0104,721,199,8,70,372973.3
2023-02-05,SKU0105,493,456,12,485,69227.06
2023-02-05,SKU0106,13,0,9,10,9958.0
2023-02-05,SKU0107,11,2,11,10,5305.08
2023-02-05,SKU0108,783,210,28,264,1617059.43
2023-02-05,SKU0109,390,157,29,526,176790.9
2023-02-05,SKU0110,429,107,6,30,672826.44
2023-02-05,SKU0111,457,410,21,776,965805.52
2023-02-05,SKU0112,868,320,11,426,1549588.32
2023-02-05,SKU0113,549,200,10,247,372963.15
2023-02-05,SKU0114,682,245,12,360,1658596.72
2023-02-05,SKU0115,670,606,10,537,1457035.6
2023-02-05,SKU0116,702,180,17,141,1574621.1
2023-02-05,SKU0117,545,208,30,723,261638.15
2023-02-05,SKU0118,332,131,20,293,152351.48
2023-02-05,SKU0119,784,291,23,798,2187305.12
2023-02-05,SKU0120,609,543,17,834,763064.82
2023-02-05,SKU0121,489,448,5,196,475674.75
2023-02-05,SKU0122,377,140,7,117,571867.53
2023-02-05,SKU0123,935,844,11,828,1890859.85
2023-02-05,SKU0124,708,266,11,342,2032887.48
2023-02-05,SKU0125,0,0,26,10,0.0
2023-02-05,SKU0126,714,270,26,815,1986305.16
2023-02-05,SKU0127,746,287,27,928,128379.14
2023-02-05,SKU0128,473,174,21,450,808863.11
2023-02-05,SKU0129,901,242,19,204,1746615.53
2023-02-05,SKU0130,654,242,21,608,266243.4
2023-02-05,SKU0131,305,116,15,204,154628.9
2023-02-05,SKU0132,629,226,22,619,827405.47
2023-02-05,SKU0133,594,221,25,663,1723829.58
2023-02-05,SKU0134,379,148,24,408,693009.08
2023-02-05,SKU0135,260,96,20,230,729500.2
2023-02-05,SKU0136,608,224,6,160,1479051.2
2023-02-05,SKU0137,370,135,23,374,538501.7
2023-02-05,SKU0138,453,175,14,284,1076241.93
2023-02-05,SKU0139,614,567,24,1200,93162.22
2023-02-05,SKU0140,698,636,19,1069,290730.96
2023-02-05,SKU0141,0,0,27,10,0.0
2023-02-05,SKU0142,446,173,13,259,1075203.42
2023-02-05,SKU0143,461,395,29,1046,357118.26
2023-02-05,SKU0144,698,630,26,1460,1144182.54
2023-02-05,SKU0145,0,0,13,10,0.0
2023-02-05,SKU0146,13,0,17,10,34013.72
2023-02-05,SKU0147,544,206,18,436,1005861.44
2023-02-05,SKU0148,587,541,24,1170,761022.02
2023-02-05,SKU0149,446,413,22,813,528567.98
2023-02-05,SKU0150,482,185,27,601,643498.92
2023-02-05,SKU0151,10,0,14,10,19906.0
2023-02-05,SKU0152,0,0,18,10,0.0
2023-02-05,SKU0153,5,0,16,10,7081.5
2023-02-05,SKU0154,623,161,28,205,510068.79
2023-02-05,SKU0155,607,224,12,319,477296.24
2023-02-05,SKU0156,663,249,20,576,1500660.72
2023-02-05,SKU0157,336,86,8,33,829264.8
2023-02-05,SKU0158,406,151,27,493,164555.86
2023-02-05,SKU0159,705,265,14,434,206579.1
2023-02-05,SKU0160,372,137,13,214,678475.92
2023-02-05,SKU0161,0,0,20,10,0.0
2023-02-05,SKU0162,433,163,17,332,1078832.49
2023-02-05,SKU0163,750,294,27,925,749977.5
2023-02-05,SKU0164,0,0,18,10,0.0
2023-02-05,SKU0165,691,265,18,568,1914629.71
2023-02-05,SKU0166,408,112,7,34,236656.32
2023-02-05,SKU0167,793,294,5,177,734072.17
2023-02-05,SKU0168,908,832,15,1110,495295.84
2023-02-05,SKU0169,1008,907,30,2433,438399.36
2023-02-05,SKU0170,350,132,28,430,56465.5
2023-02-05,SKU0171,611,232,21,573,159257.15
2023-02-05,SKU0172,473,182,21,440,286855.58
2023-02-05,SKU0173,619,554,15,741,157727.39
2023-02-05,SKU0174,301,83,9,33,546110.32
2023-02-05,SKU0175,745,687,5,303,1545182.15
2023-02-05,SKU0176,367,95,13,55,455641.51
2023-02-05,SKU0177,960,248,13,148,981283.2
2023-02-05,SKU0178,543,508,9,405,848779.59
2023-02-05,SKU0179,0,3,11,10,0.0
2023-02-05,SKU0180,616,240,5,139,1582060.48
2023-02-05,SKU0181,0,0,20,10,0.0
2023-02-05,SKU0182,1222,1120,29,2900,765399.7
2023-02-05,SKU0183,865,317,22,838,680374.4
2023-02-05,SKU0184,286,73,16,54,235440.92
2023-02-05,SKU0185,478,181,15,321,839640.46
2023-02-05,SKU0186,359,131,12,190,469270.44
2023-02-05,SKU0187,650,248,8,231,157846.0
2023-02-05,SKU0188,0,0,20,10,0.0
2023-02-05,SKU0189,1122,296,19,253,1816383.36
2023-02-05,SKU0190,421,399,5,179,166231.85
2023-02-05,SKU0191,18,3,15,10,45306.54
2023-02-05,SKU0192,431,108,12,59,108047.39
2023-02-05,SKU0193,373,138,9,145,1037700.92
2023-02-05,SKU0194,12,3,23,10,4649.16
2023-02-05,SKU0195,11,8,18,10,28010.07
2023-02-05,SKU0196,487,139,21,122,1323515.03
2023-02-05,SKU0197,434,165,23,451,1276285.5
2023-02-05,SKU0198,328,93,30,121,795688.64
2023-02-05,SKU0199,774,283,25,871,1827011.52
2023-02-05,SKU0200,0,0,21,10,0.0
2023-02-12,SKU0001,518,477,26,1081,1416667.84
2023-02-12,SKU0002,996,906,24,1938,2120633.4
2023-02-12,SKU0003,514,195,19,445,447704.28
