sku,date,actual_demand,forecast_demand
SKU0102,2025-10-05,47,39.878677335582026
SKU0103,2025-10-05,1,0.6058762571894898
SKU0104,2025-10-05,62,53.760855895557924
SKU0105,2025-10-05,282,331.9040003607505
SKU0106,2025-10-05,0,0.6948112286669539
SKU0107,2025-10-05,1,0.48843419640438773
SKU0108,2025-10-05,56,57.85019426406928
SKU0109,2025-10-05,111,135.9797713730664
SKU0110,2025-10-05,31,35.87303231654943
SKU0111,2025-10-05,229,243.03225009018777
SKU0112,2025-10-05,255,235.72007302986887
SKU0113,2025-10-05,180,145.0526511491382
SKU0114,2025-10-05,184,212.59844048568394
SKU0115,2025-10-05,344,360.4594608585857
SKU0116,2025-10-05,48,62.42018018481301
SKU0117,2025-10-05,121,118.22712282078372
SKU0118,2025-10-05,106,93.01286381673891
SKU0119,2025-10-05,222,188.6538510051674
SKU0120,2025-10-05,304,350.0597581168832
SKU0121,2025-10-05,255,268.93723575877493
SKU0122,2025-10-05,96,105.3717629173469
SKU0123,2025-10-05,468,436.9605099206352
SKU0124,2025-10-05,189,219.97856570136727
SKU0125,2025-10-05,167,188.8608130865653
SKU0126,2025-10-05,161,156.91086019443327
SKU0127,2025-10-05,184,217.81561330863403
SKU0128,2025-10-05,138,144.88640636684633
SKU0129,2025-10-05,73,66.71614944378675
SKU0130,2025-10-05,186,181.43085936147193
SKU0131,2025-10-05,73,84.93764409166934
SKU0132,2025-10-05,191,186.9787140702435
SKU0133,2025-10-05,145,190.2635470779221
SKU0134,2025-10-05,114,115.45516953335556
SKU0135,2025-10-05,72,73.31408603921763
SKU0136,2025-10-05,151,178.56630555555552
SKU0137,2025-10-05,85,92.31126388888892
SKU0138,2025-10-05,140,140.1878855397476
SKU0139,2025-10-05,314,304.90182864357854
SKU0140,2025-10-05,324,355.97561746682436
SKU0141,2025-10-05,97,112.20463039867784
SKU0142,2025-10-05,141,127.76300198412706
SKU0143,2025-10-05,204,241.09489087301583
SKU0144,2025-10-05,375,367.12673859126966
SKU0145,2025-10-05,86,89.57530952380952
SKU0146,2025-10-05,73,92.29458987430704
SKU0147,2025-10-05,147,120.58192729358453
SKU0148,2025-10-05,300,272.95779816017307
SKU0149,2025-10-05,247,249.87276596320356
SKU0150,2025-10-05,139,113.16657179644307
SKU0151,2025-10-05,493,520.7720575396826
SKU0152,2025-10-05,0,0.774188049237665
SKU0153,2025-10-05,219,236.116047979798
SKU0154,2025-10-05,36,47.724202182028485
SKU0155,2025-10-05,173,180.33223067210568
SKU0156,2025-10-05,185,194.98177492605436
SKU0157,2025-10-05,20,30.028336002886007
SKU0158,2025-10-05,112,129.63990395944856
SKU0159,2025-10-05,211,183.218384951074
SKU0160,2025-10-05,98,103.25305966088115
SKU0161,2025-10-05,289,325.0537325036074
SKU0162,2025-10-05,139,135.39557174721412
SKU0163,2025-10-05,225,245.59657747113994
SKU0164,2025-10-05,0,0.6246668626639491
SKU0165,2025-10-05,206,188.620873015873
SKU0166,2025-10-05,37,34.95918650793651
SKU0167,2025-10-05,247,249.97205339105346
SKU0168,2025-10-05,455,516.8589543650793
SKU0169,2025-10-05,495,552.1504067460314
SKU0170,2025-10-05,91,111.82840140706583
SKU0171,2025-10-05,162,155.50181451881454
SKU0172,2025-10-05,122,128.25550037051931
SKU0173,2025-10-05,295,326.1899779248528
SKU0174,2025-10-05,19,14.702029125923291
SKU0175,2025-10-05,346,374.7019476461041
SKU0176,2025-10-05,25,28.514507650467866
SKU0177,2025-10-05,60,70.00543759993761
SKU0178,2025-10-05,307,301.0002851731601
SKU0179,2025-10-05,0,0.5992229970820564
SKU0180,2025-10-05,153,177.60927303382417
SKU0181,2025-10-05,567,592.3110246420248
SKU0182,2025-10-05,634,633.5631042568542
SKU0183,2025-10-05,192,249.17668266572664
SKU0184,2025-10-05,21,24.106779346145203
SKU0185,2025-10-05,146,134.9616335563785
SKU0186,2025-10-05,80,109.69065063795952
SKU0187,2025-10-05,183,151.0377078858375
SKU0188,2025-10-05,0,0.5992229970820564
SKU0189,2025-10-05,82,77.11730194805195
SKU0190,2025-10-05,217,228.91824189372718
SKU0191,2025-10-05,0,0.45795342039283427
SKU0192,2025-10-05,31,36.349845238095234
SKU0193,2025-10-05,109,119.96046407241252
SKU0194,2025-10-05,1,0.7486491642294826
SKU0195,2025-10-05,27,26.286222969510597
SKU0196,2025-10-05,30,37.79651332730038
SKU0197,2025-10-05,139,113.83238183723213
SKU0198,2025-10-05,31,26.627230685480445
SKU0199,2025-10-05,200,209.82699426101496
SKU0200,2025-10-05,169,188.61716023740195
SKU0001,2025-10-12,285,293.35434361471863
SKU0002,2025-10-12,601,567.19049512987
SKU0003,2025-10-12,158,169.93559667239086
SKU0004,2025-10-12,101,105.71566357082236
SKU0005,2025-10-12,41,50.75505593409859
SKU0006,2025-10-12,223,219.983124052912
SKU0007,2025-10-12,189,189.04185587941473
SKU0008,2025-10-12,193,197.97478185157695
SKU0009,2025-10-12,165,185.53427395434198
SKU0010,2025-10-12,268,266.8636257676944
SKU0011,2025-10-12,50,53.923184361383626
SKU0012,2025-10-12,41,35.04687590187589
SKU0013,2025-10-12,248,270.3209099540778
SKU0014,2025-10-12,23,29.400889650968885
SKU0015,2025-10-12,197,191.9107007605958
SKU0016,2025-10-12,147,160.80186969083542
SKU0017,2025-10-12,92,79.3786749260196
SKU0018,2025-10-12,540,554.4717936507935
SKU0019,2025-10-12,234,276.1682128950504
SKU0020,2025-10-12,136,134.771271875443
SKU0021,2025-10-12,180,184.56703095628146
SKU0022,2025-10-12,471,441.593398989899
SKU0023,2025-10-12,105,97.90514586528683
SKU0024,2025-10-12,184,185.56533693577666
SKU0025,2025-10-12,90,70.86542502636252
SKU0026,2025-10-12,68,65.36573053143015
SKU0027,2025-10-12,153,149.0566252270123
SKU0028,2025-10-12,188,197.9499119418163
SKU0029,2025-10-12,84,78.14006991482185
SKU0030,2025-10-12,87,84.24820066564843
SKU0031,2025-10-12,625,573.8980705266954
SKU0032,2025-10-12,102,100.39715873507481
SKU0033,2025-10-12,302,314.71394354256836
SKU0034,2025-10-12,2,0.7905581315373295
SKU0035,2025-10-12,407,426.7045804473306
SKU0036,2025-10-12,1,0.6275393322487969
SKU0037,2025-10-12,130,126.4639483026898
SKU0038,2025-10-12,54,58.85476661969667
SKU0039,2025-10-12,657,630.9552902236652
SKU0040,2025-10-12,232,218.56666966487865
SKU0041,2025-10-12,24,19.769308765914392
SKU0042,2025-10-12,132,147.01389663408844
SKU0043,2025-10-12,1,0.5275548319338424
SKU0044,2025-10-12,77,77.72872222517817
SKU0045,2025-10-12,94,98.4707907647908
SKU0046,2025-10-12,63,65.3818264890817
SKU0047,2025-10-12,139,107.01055099308803
SKU0048,2025-10-12,140,147.06854961991652
SKU0049,2025-10-12,1,0.8113666006141641
SKU0050,2025-10-12,485,459.46161724386724
SKU0051,2025-10-12,19,18.415951982489144
SKU0052,2025-10-12,48,67.47153851342973
SKU0053,2025-10-12,108,119.77090018920212
SKU0054,2025-10-12,1,0.6174072645734531
SKU0055,2025-10-12,296,257.63936991486366
SKU0056,2025-10-12,110,97.8250621005529
SKU0057,2025-10-12,272,270.6962633893885
SKU0058,2025-10-12,229,255.84994444938994
SKU0059,2025-10-12,1,0.6686987764859192
SKU0060,2025-10-12,421,414.9545615079366
SKU0061,2025-10-12,16,22.472045618240944
SKU0062,2025-10-12,197,193.82517385814677
SKU0063,2025-10-12,0,0.9351154798466466
SKU0064,2025-10-12,110,98.57261279310113
SKU0065,2025-10-12,156,181.63665455377952
SKU0066,2025-10-12,197,249.07270463082668
SKU0067,2025-10-12,94,116.40655280544622
SKU0068,2025-10-12,10,11.658087138684007
SKU0069,2025-10-12,83,73.77908279220779
SKU0070,2025-10-12,76,81.78707379008799
SKU0071,2025-10-12,418,406.4427998737372
SKU0072,2025-10-12,108,110.22724674953719
SKU0073,2025-10-12,439,436.8747706529582
SKU0074,2025-10-12,216,210.36184147937465
SKU0075,2025-10-12,1,0.6948112286669539
SKU0076,2025-10-12,45,50.88490532301378
SKU0077,2025-10-12,78,83.67759883749291
SKU0078,2025-10-12,157,170.0182420316612
SKU0079,2025-10-12,176,166.7405480907495
SKU0080,2025-10-12,0,0.42006828397757606
SKU0081,2025-10-12,68,60.166181317462225
SKU0082,2025-10-12,139,144.2317232536419
SKU0083,2025-10-12,238,220.31724931209268
SKU0084,2025-10-12,120,149.94160152544066
SKU0085,2025-10-12,0,0.6421052897843681
SKU0086,2025-10-12,11,21.78056963248949
SKU0087,2025-10-12,70,65.49066507204208
SKU0088,2025-10-12,36,48.219732697148665
SKU0089,2025-10-12,249,268.45927242003046
SKU0090,2025-10-12,202,207.84813724716528
SKU0091,2025-10-12,1,0.6044449419244097
SKU0092,2025-10-12,202,202.2815093589891
SKU0093,2025-10-12,245,259.86382413632117
SKU0094,2025-10-12,251,287.0328115079365
SKU0095,2025-10-12,203,203.8372069019594
SKU0096,2025-10-12,108,122.73982282519687
SKU0097,2025-10-12,450,465.53074080086583
SKU0098,2025-10-12,73,78.73587908443153
SKU0099,2025-10-12,669,655.5031286075033
SKU0100,2025-10-12,140,153.68737570266185
SKU0101,2025-10-12,321,312.4479792568543
SKU0102,2025-10-12,54,51.82424607418724
SKU0103,2025-10-12,0,0.6764123021341136
SKU0104,2025-10-12,62,60.512164399434525
SKU0105,2025-10-12,301,316.1826315628814
SKU0106,2025-10-12,0,0.717116550209436
SKU0107,2025-10-12,0,0.49932495221357037
SKU0108,2025-10-12,67,61.023796321763115
SKU0109,2025-10-12,143,144.6595231740659
SKU0110,2025-10-12,33,34.86088639826255
SKU0111,2025-10-12,270,307.63199314574325
SKU0112,2025-10-12,307,289.3486884920635
SKU0113,2025-10-12,166,173.43910443223936
SKU0114,2025-10-12,192,202.64529274256492
SKU0115,2025-10-12,382,347.5629355246203
SKU0116,2025-10-12,68,67.96307314213566
SKU0117,2025-10-12,169,169.7667362359862
SKU0118,2025-10-12,113,120.5176853029367
SKU0119,2025-10-12,240,251.64512361739554
SKU0120,2025-10-12,340,371.08345074023214
SKU0121,2025-10-12,280,265.0755293916254
SKU0122,2025-10-12,102,108.94599026032218
SKU0123,2025-10-12,522,467.93407629870126
SKU0124,2025-10-12,232,236.30019018971223
SKU0125,2025-10-12,192,201.56836808142154
SKU0126,2025-10-12,208,205.26547599636788
SKU0127,2025-10-12,220,234.0595685307018
SKU0128,2025-10-12,134,148.1609245348964
SKU0129,2025-10-12,69,79.10236709690065
SKU0130,2025-10-12,232,210.0049822057829
SKU0131,2025-10-12,89,99.32605407555405
SKU0132,2025-10-12,181,206.6187044145115
SKU0133,2025-10-12,195,184.56334901992963
SKU0134,2025-10-12,137,111.78412622664358
SKU0135,2025-10-12,66,89.45551330683573
SKU0136,2025-10-12,175,187.25680650686937
SKU0137,2025-10-12,95,100.67462865267942
SKU0138,2025-10-12,135,125.8531057758124
SKU0139,2025-10-12,367,363.1283143532712
SKU0140,2025-10-12,406,408.32322727272737
SKU0141,2025-10-12,110,118.96503870922292
SKU0142,2025-10-12,130,142.55870406456825
SKU0143,2025-10-12,275,218.03577679526072
SKU0144,2025-10-12,400,427.5042236652236
SKU0145,2025-10-12,93,110.14014552894982
SKU0146,2025-10-12,119,107.24786278223404
SKU0147,2025-10-12,150,171.8181780817222
SKU0148,2025-10-12,352,333.90665963040226
SKU0149,2025-10-12,236,272.4461926997417
SKU0150,2025-10-12,163,150.125114048877
SKU0151,2025-10-12,540,552.8227586580084
SKU0152,2025-10-12,2,0.7493007354450394
SKU0153,2025-10-12,245,262.3340216048733
SKU0154,2025-10-12,54,41.70238640876689
SKU0155,2025-10-12,166,194.1510753405091
SKU0156,2025-10-12,210,209.877160075199
SKU0157,2025-10-12,28,30.130908210253796
SKU0158,2025-10-12,127,107.61323270567274
SKU0159,2025-10-12,236,213.69976081893856
SKU0160,2025-10-12,106,116.00722249289602
SKU0161,2025-10-12,294,318.7268829365078
SKU0162,2025-10-12,146,139.53793515675497
SKU0163,2025-10-12,248,246.8246612959811
SKU0164,2025-10-12,1,0.6246668626639491
SKU0165,2025-10-12,215,209.49884538614697
SKU0166,2025-10-12,37,33.684609094041086
SKU0167,2025-10-12,259,271.9159275170105
SKU0168,2025-10-12,523,539.4267281746032
SKU0169,2025-10-12,573,560.7260276251525
SKU0170,2025-10-12,122,128.42343187123333
SKU0171,2025-10-12,194,180.84165597686166
SKU0172,2025-10-12,156,146.8389921923804
SKU0173,2025-10-12,349,374.3864681013432
SKU0174,2025-10-12,24,19.99871190368183
SKU0175,2025-10-12,404,449.77978607503616
SKU0176,2025-10-12,21,31.980990301483434
SKU0177,2025-10-12,85,73.30453613914598
SKU0178,2025-10-12,329,336.3323498584749
SKU0179,2025-10-12,1,0.7976361045866046
SKU0180,2025-10-12,195,182.0394162089
SKU0181,2025-10-12,637,602.8645826395832
SKU0182,2025-10-12,675,657.6597794011544
SKU0183,2025-10-12,262,269.6888508381402
SKU0184,2025-10-12,18,23.71435776430573
SKU0185,2025-10-12,144,150.4377737939485
SKU0186,2025-10-12,89,109.59455412338444
SKU0187,2025-10-12,209,198.72721226208066
SKU0188,2025-10-12,0,0.40780355068237967
SKU0189,2025-10-12,85,94.05873741760148
SKU0190,2025-10-12,233,264.4092541986683
SKU0191,2025-10-12,0,0.5023656224545305
SKU0192,2025-10-12,29,32.1678382909114
SKU0193,2025-10-12,114,119.77771262479513
SKU0194,2025-10-12,0,0.6384061181253946
SKU0195,2025-10-12,28,30.40048487781353
SKU0196,2025-10-12,40,29.52801465814512
SKU0197,2025-10-12,138,131.38127489061407
SKU0198,2025-10-12,29,32.25900101304637
SKU0199,2025-10-12,202,212.75060630862265
SKU0200,2025-10-12,205,221.85294226960406
SKU0001,2025-10-19,230,194.4863403306704
SKU0002,2025-10-19,482,452.59299802974806
SKU0003,2025-10-19,138,113.42256426416024
SKU0004,2025-10-19,87,86.80313263342661
SKU0005,2025-10-19,34,35.54172809060999
SKU0006,2025-10-19,148,165.1435538130587
SKU0007,2025-10-19,146,172.48228907249606
SKU0008,2025-10-19,181,164.3389093105795
SKU0009,2025-10-19,152,130.16287173717626
SKU0010,2025-10-19,178,235.0271104556665
SKU0011,2025-10-19,51,47.241280191373946
SKU0012,2025-10-19,32,33.36641110178802
SKU0013,2025-10-19,191,184.5930982565584
SKU0014,2025-10-19,24,24.350586339658356
SKU0015,2025-10-19,189,155.05474276357637
SKU0016,2025-10-19,142,128.978636755806
SKU0017,2025-10-19,69,82.86528769607847
SKU0018,2025-10-19,397,421.31797983676597
SKU0019,2025-10-19,211,190.02929542012546
SKU0020,2025-10-19,122,143.35284391198067
SKU0021,2025-10-19,156,136.26095037298842
SKU0022,2025-10-19,345,338.44354146137283
SKU0023,2025-10-19,80,85.0052099712896
SKU0024,2025-10-19,171,142.03756661667566
SKU0025,2025-10-19,58,57.52083678987265
SKU0026,2025-10-19,59,63.5442421973426
SKU0027,2025-10-19,128,130.08748077920893
SKU0028,2025-10-19,136,150.53081184178518
SKU0029,2025-10-19,63,72.5696440587373
SKU0030,2025-10-19,60,85.98120013677273
SKU0031,2025-10-19,478,523.8033905228758
SKU0032,2025-10-19,85,85.1400022466648
SKU0033,2025-10-19,261,235.27365405733883
SKU0034,2025-10-19,2,0.6996691695506209
SKU0035,2025-10-19,326,308.2285073899322
SKU0036,2025-10-19,0,0.8602059887436663
SKU0037,2025-10-19,101,98.4502181024257
SKU0038,2025-10-19,51,53.87847043926203
SKU0039,2025-10-19,499,521.4324271390374
SKU0040,2025-10-19,176,161.86229101384095
SKU0041,2025-10-19,21,19.57156569544213
SKU0042,2025-10-19,147,115.38749738129022
SKU0043,2025-10-19,0,0.4804432653590571
SKU0044,2025-10-19,46,65.09768940118411
SKU0045,2025-10-19,73,78.64858813347757
SKU0046,2025-10-19,44,54.605388509519145
SKU0047,2025-10-19,103,125.2315142855258
SKU0048,2025-10-19,115,129.83451153531868
SKU0049,2025-10-19,1,0.6153635103967612
SKU0050,2025-10-19,360,390.9724687257187
SKU0051,2025-10-19,10,17.176832544368008
SKU0052,2025-10-19,44,55.614697719824925
SKU0053,2025-10-19,93,86.7171112185827
SKU0054,2025-10-19,1,0.9282050809309901
SKU0055,2025-10-19,235,252.38359994589646
SKU0056,2025-10-19,86,78.58238155169492
SKU0057,2025-10-19,198,211.4930302389913
SKU0058,2025-10-19,179,177.86498186760818
SKU0059,2025-10-19,1,0.5405863149992801
SKU0060,2025-10-19,328,310.2148003951726
SKU0061,2025-10-19,21,20.436566719015318
SKU0062,2025-10-19,122,146.4042953093243
SKU0063,2025-10-19,0,0.6246668626639491
SKU0064,2025-10-19,87,83.24053402195754
SKU0065,2025-10-19,151,113.26936323028185
SKU0066,2025-10-19,168,167.53539188357576
SKU0067,2025-10-19,78,78.895139252203
SKU0068,2025-10-19,9,10.851616957068966
SKU0069,2025-10-19,53,63.63783944848583
SKU0070,2025-10-19,67,74.75890382456933
SKU0071,2025-10-19,297,325.1313254805381
SKU0072,2025-10-19,75,76.5731575027217
SKU0073,2025-10-19,369,381.99579534632073
SKU0074,2025-10-19,155,186.26475998388224
SKU0075,2025-10-19,0,0.5827067920981114
SKU0076,2025-10-19,42,33.62984611951668
SKU0077,2025-10-19,62,60.4877763774753
SKU0078,2025-10-19,145,147.8123899439452
SKU0079,2025-10-19,171,130.6367146075813
SKU0080,2025-10-19,0,0.23097304588233794
SKU0081,2025-10-19,40,48.041720649615264
SKU0082,2025-10-19,106,120.87859850563036
SKU0083,2025-10-19,167,173.90451873941933
SKU0084,2025-10-19,111,102.42003298537766
SKU0085,2025-10-19,0,0.6843941424882226
SKU0086,2025-10-19,13,15.153726787850314
SKU0087,2025-10-19,53,59.08199369245567
SKU0088,2025-10-19,35,39.833259461001994
SKU0089,2025-10-19,189,215.56271100070435
SKU0090,2025-10-19,161,166.7304414208065
SKU0091,2025-10-19,0,0.6244729626634943
SKU0092,2025-10-19,150,158.87110330911963
SKU0093,2025-10-19,206,227.9643558067277
SKU0094,2025-10-19,209,228.11242637697407
SKU0095,2025-10-19,166,166.27538077320995
SKU0096,2025-10-19,98,98.55437287382466
SKU0097,2025-10-19,338,382.6592331168833
SKU0098,2025-10-19,67,61.038976713627925
SKU0099,2025-10-19,507,529.1394242530343
SKU0100,2025-10-19,115,132.1185690269003
SKU0101,2025-10-19,247,238.8425001746782
SKU0102,2025-10-19,39,48.14048511751333
SKU0103,2025-10-19,0,0.6052975393220734
SKU0104,2025-10-19,38,53.47595148837897
SKU0105,2025-10-19,260,277.63070610780665
SKU0106,2025-10-19,0,0.6651346983428617
SKU0107,2025-10-19,0,0.48843419640438773
SKU0108,2025-10-19,45,57.38303944989971
SKU0109,2025-10-19,120,114.53356260502142
SKU0110,2025-10-19,28,35.7150532113484
SKU0111,2025-10-19,229,195.90671755165124
SKU0112,2025-10-19,220,237.28734894819604
SKU0113,2025-10-19,126,132.9055174367564
SKU0114,2025-10-19,162,154.75859654140143
SKU0115,2025-10-19,280,306.06743364715754
SKU0116,2025-10-19,42,64.78679883165073
SKU0117,2025-10-19,122,135.27171998399967
SKU0118,2025-10-19,83,90.82841890969009
SKU0119,2025-10-19,198,193.28551199774157
SKU0120,2025-10-19,330,268.61943970709854
SKU0121,2025-10-19,195,217.66410771420925
SKU0122,2025-10-19,96,85.84458148172976
SKU0123,2025-10-19,403,424.1866396618443
SKU0124,2025-10-19,184,186.86398651009637
SKU0125,2025-10-19,164,149.4400182310219
SKU0126,2025-10-19,154,150.53329235651972
SKU0127,2025-10-19,203,184.01010881725037
SKU0128,2025-10-19,115,136.96499950040226
SKU0129,2025-10-19,52,60.946536381689484
SKU0130,2025-10-19,168,171.05651639738733
SKU0131,2025-10-19,76,77.0520288784092
SKU0132,2025-10-19,174,146.03044498134673
SKU0133,2025-10-19,137,151.73239483209653
SKU0134,2025-10-19,108,104.10513477199902
SKU0135,2025-10-19,67,66.31396841061394
SKU0136,2025-10-19,135,149.21473085049212
SKU0137,2025-10-19,86,75.47406603192432
SKU0138,2025-10-19,116,108.86186000658239
SKU0139,2025-10-19,288,275.56434925626377
SKU0140,2025-10-19,274,316.598614696619
SKU0141,2025-10-19,82,98.76334781861574
SKU0142,2025-10-19,97,97.74056352178955
SKU0143,2025-10-19,189,199.7877681219605
SKU0144,2025-10-19,296,317.140894233158
SKU0145,2025-10-19,77,81.10274145107918
SKU0146,2025-10-19,83,88.83110105917025
SKU0147,2025-10-19,116,116.8663643563345
SKU0148,2025-10-19,297,265.9474309921587
SKU0149,2025-10-19,205,228.29835831358014
SKU0150,2025-10-19,123,118.87636844020791
SKU0151,2025-10-19,458,434.7428787171612
SKU0152,2025-10-19,0,0.6708935871082545
SKU0153,2025-10-19,206,191.20772436357106
SKU0154,2025-10-19,33,42.47049488087251
SKU0155,2025-10-19,169,133.39445084826122
SKU0156,2025-10-19,176,150.293221278021
SKU0157,2025-10-19,23,25.85204057458512
SKU0158,2025-10-19,103,104.18212287567519
SKU0159,2025-10-19,176,189.5392297061671
SKU0160,2025-10-19,95,91.22421044872291
SKU0161,2025-10-19,210,232.46473715330453
SKU0162,2025-10-19,101,107.72370882716565
SKU0163,2025-10-19,218,183.67575617891495
SKU0164,2025-10-19,0,0.5481581945159157
SKU0165,2025-10-19,190,177.42135922964553
SKU0166,2025-10-19,31,31.859381356390724
SKU0167,2025-10-19,208,224.39295329930843
SKU0168,2025-10-19,402,400.76523480093965
SKU0169,2025-10-19,478,447.01121805427675
SKU0170,2025-10-19,73,97.06280143015412
SKU0171,2025-10-19,152,150.69540698544142
SKU0172,2025-10-19,115,111.38911430070283
SKU0173,2025-10-19,297,270.30787136741134
SKU0174,2025-10-19,16,17.806721132002973
SKU0175,2025-10-19,363,322.73174679256635
SKU0176,2025-10-19,21,28.131744017312275
SKU0177,2025-10-19,55,70.89852747859779
SKU0178,2025-10-19,246,256.5313028318282
SKU0179,2025-10-19,0,0.5481581945159157
SKU0180,2025-10-19,160,160.829900523779
SKU0181,2025-10-19,538,480.3806931818181
SKU0182,2025-10-19,519,523.6761507936507
SKU0183,2025-10-19,184,231.7768675475484
SKU0184,2025-10-19,18,21.31084657021178
SKU0185,2025-10-19,145,137.71387639346224
SKU0186,2025-10-19,72,96.59483993417383
SKU0187,2025-10-19,159,152.74722608907635
SKU0188,2025-10-19,1,0.5145977488578126
SKU0189,2025-10-19,75,66.57957732147344
SKU0190,2025-10-19,226,222.84396008507105
SKU0191,2025-10-19,0,0.5023656224545305
SKU0192,2025-10-19,28,30.34154174092064
SKU0193,2025-10-19,105,99.44232809645477
SKU0194,2025-10-19,1,0.6710393382034507
SKU0195,2025-10-19,13,30.110815544743268
SKU0196,2025-10-19,27,41.11246358005153
SKU0197,2025-10-19,106,109.83841762029743
SKU0198,2025-10-19,15,23.71491576582181
SKU0199,2025-10-19,169,146.95934367300006
SKU0200,2025-10-19,173,173.59690912615147
SKU0001,2025-10-26,191,184.91485456193521
SKU0002,2025-10-26,362,385.3368496343555
SKU0003,2025-10-26,113,111.90515183415039
SKU0004,2025-10-26,62,77.36009888312013
SKU0005,2025-10-26,21,33.081132001138165
SKU0006,2025-10-26,142,141.35772820949586
SKU0007,2025-10-26,135,122.67627780961875
SKU0008,2025-10-26,163,133.41697517257006
SKU0009,2025-10-26,115,114.48700737310568
SKU0010,2025-10-26,178,173.14372499459384
SKU0011,2025-10-26,38,37.58994287055672
SKU0012,2025-10-26,19,24.227285128801054
SKU0013,2025-10-26,153,169.59931379891307
SKU0014,2025-10-26,13,21.1960069770995
SKU0015,2025-10-26,139,146.6088751451962
SKU0016,2025-10-26,91,109.09610879849917
SKU0017,2025-10-26,54,63.216532895316185
SKU0018,2025-10-26,332,344.1156816282288
SKU0019,2025-10-26,149,163.75168972453403
SKU0020,2025-10-26,92,105.29990709059543
SKU0021,2025-10-26,112,128.4779935973345
SKU0022,2025-10-26,283,312.47234298357984
SKU0023,2025-10-26,76,69.23986807796116
SKU0024,2025-10-26,133,136.10621505032842
SKU0025,2025-10-26,47,49.638749795596034
SKU0026,2025-10-26,40,45.831296108105875
SKU0027,2025-10-26,101,109.15300310223164
SKU0028,2025-10-26,102,120.61081881680974
SKU0029,2025-10-26,59,53.24315929267959
SKU0030,2025-10-26,59,56.043785374223035
SKU0031,2025-10-26,368,388.7691516098361
SKU0032,2025-10-26,74,73.52894500701649
SKU0033,2025-10-26,195,212.0063312577571
SKU0034,2025-10-26,0,0.6085652569141577
SKU0035,2025-10-26,247,277.13994881339573
SKU0036,2025-10-26,0,0.3969144613521444
SKU0037,2025-10-26,73,84.00556343345535
SKU0038,2025-10-26,41,42.69199587461088
SKU0039,2025-10-26,391,407.7398152955086
SKU0040,2025-10-26,149,141.2173304378014
SKU0041,2025-10-26,10,14.756955786030119
SKU0042,2025-10-26,79,107.7425539567054
SKU0043,2025-10-26,1,0.28247206230761274
SKU0044,2025-10-26,46,52.50174847597786
SKU0045,2025-10-26,60,61.26660772962543
SKU0046,2025-10-26,37,38.70005458613997
SKU0047,2025-10-26,87,88.26553953302353
SKU0048,2025-10-26,88,98.4134949319505
SKU0049,2025-10-26,0,0.5750669980504756
SKU0050,2025-10-26,292,298.35974387934004
SKU0051,2025-10-26,8,10.376358508046899
SKU0052,2025-10-26,47,43.732778924203956
SKU0053,2025-10-26,56,76.83071656209883
SKU0054,2025-10-26,1,0.5186504803768428
SKU0055,2025-10-26,169,190.7626620514203
SKU0056,2025-10-26,53,68.42055532857029
SKU0057,2025-10-26,149,161.3751925528905
SKU0058,2025-10-26,155,162.58121627343496
SKU0059,2025-10-26,0,0.38539415682271383
SKU0060,2025-10-26,236,296.3512722909176
SKU0061,2025-10-26,12,14.681101946521501
SKU0062,2025-10-26,111,122.86045911783577
SKU0063,2025-10-26,0,0.3495386797438646
SKU0064,2025-10-26,55,69.71779845936933
SKU0065,2025-10-26,113,107.22835254340978
SKU0066,2025-10-26,140,143.534910806847
SKU0067,2025-10-26,49,67.9917205666674
SKU0068,2025-10-26,10,7.968134059750968
SKU0069,2025-10-26,42,46.82255112863667
SKU0070,2025-10-26,52,52.502153872531565
SKU0071,2025-10-26,246,267.56086341519216
SKU0072,2025-10-26,54,69.63562935469355
SKU0073,2025-10-26,312,310.2720796858398
SKU0074,2025-10-26,142,146.40886776121715
SKU0075,2025-10-26,0,0.4990338411192418
SKU0076,2025-10-26,26,37.59923981453381
SKU0077,2025-10-26,57,53.922556680333116
SKU0078,2025-10-26,133,109.38490047796158
SKU0079,2025-10-26,114,124.63643456583786
SKU0080,2025-10-26,0,0.00375
SKU0081,2025-10-26,36,39.01365809017606
SKU0082,2025-10-26,82,104.14465912218546
SKU0083,2025-10-26,138,155.5036011922249
SKU0084,2025-10-26,61,87.3581669967187
SKU0085,2025-10-26,0,0.3641729923199666
SKU0086,2025-10-26,17,11.184056489399952
SKU0087,2025-10-26,31,42.70528614869207
SKU0088,2025-10-26,24,32.99910610026772
SKU0089,2025-10-26,167,171.09454810058492
SKU0090,2025-10-26,129,146.54846063644484
SKU0091,2025-10-26,1,0.5241752527158325
SKU0092,2025-10-26,129,129.30246731118322
SKU0093,2025-10-26,165,171.6838194829452
SKU0094,2025-10-26,166,179.70949853885656
SKU0095,2025-10-26,141,140.86649393469915
SKU0096,2025-10-26,80,77.59726972643384
SKU0097,2025-10-26,306,313.0660810722729
SKU0098,2025-10-26,48,54.85184474223699
SKU0099,2025-10-26,454,413.79856168880497
SKU0100,2025-10-26,103,102.6941106479203
SKU0101,2025-10-26,188,211.88193506666354
SKU0102,2025-10-26,28,33.12341814311213
SKU0103,2025-10-26,0,0.38965077972265244
SKU0104,2025-10-26,41,37.401251217792776
SKU0105,2025-10-26,216,213.85093468492698
SKU0106,2025-10-26,0,0.47146990808718164
SKU0107,2025-10-26,0,0.15936108384642889
